"Gene" "count" "gene_type"
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 0 FALSE
"Rv0006 " 1 FALSE
"Rv0006 " 82 FALSE
"Rv0007 " 101 FALSE
"Rv0007 " 0 FALSE
"Rv0007 " 3 FALSE
"Rv0007 " 4 FALSE
"Rv0007 " 0 FALSE
"Rv0007 " 99 FALSE
"Rv0007 " 311 FALSE
"Rv0007 " 8 FALSE
"Rv0007 " 32 FALSE
"Rv0007 " 230 FALSE
"Rv0007 " 82 FALSE
"Rv0008c " 5 FALSE
"Rv0008c " 2 FALSE
"Rv0008c " 0 FALSE
"Rv0008c " 22 FALSE
"Rv0009 " 51 FALSE
"Rv0009 " 110 FALSE
"Rv0009 " 0 FALSE
"Rv0009 " 3 FALSE
"Rv0009 " 31 FALSE
"Rv0009 " 89 FALSE
"Rv0009 " 31 FALSE
"Rv0009 " 243 FALSE
"Rv0010c " 12 FALSE
"Rv0010c " 3 FALSE
"Rv0010c " 3 FALSE
"Rv0010c " 8 FALSE
"Rv0010c " 46 FALSE
"Rv0010c " 35 FALSE
"Rv0010c " 8 FALSE
"Rv0010c " 0 FALSE
"Rv0010c " 8 FALSE
"Rv0010c " 0 FALSE
"Rv0011c " 0 FALSE
"Rv0011c " 0 FALSE
"Rv0011c " 16 FALSE
"Rv0012 " 14 FALSE
"Rv0012 " 0 FALSE
"Rv0012 " 9 FALSE
"Rv0012 " 0 FALSE
"Rv0012 " 7 FALSE
"Rv0012 " 0 FALSE
"Rv0012 " 41 FALSE
"Rv0012 " 338 FALSE
"Rv0012 " 106 FALSE
"Rv0012 " 0 FALSE
"Rv0012 " 71 FALSE
"Rv0012 " 1 FALSE
"Rv0012 " 116 FALSE
"Rv0012 " 0 FALSE
"Rv0012 " 23 FALSE
"Rv0012 " 0 FALSE
"Rv0012 " 6 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 1 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 23 FALSE
"Rv0013 " 0 FALSE
"Rv0013 " 0 FALSE
"Rv0015c " 4 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0015c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 18 FALSE
"Rv0016c " 4 FALSE
"Rv0016c " 34 FALSE
"Rv0016c " 152 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 19 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 1 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 121 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 93 FALSE
"Rv0016c " 14 FALSE
"Rv0016c " 25 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 1 FALSE
"Rv0016c " 9 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 55 FALSE
"Rv0016c " 3 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 0 FALSE
"Rv0016c " 13 FALSE
"Rv0016c " 0 FALSE
"Rv0017c " 67 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 10 FALSE
"Rv0017c " 45 FALSE
"Rv0017c " 34 FALSE
"Rv0017c " 50 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 74 FALSE
"Rv0017c " 61 FALSE
"Rv0017c " 8 FALSE
"Rv0017c " 17 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 80 FALSE
"Rv0017c " 22 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 90 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 35 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 69 FALSE
"Rv0017c " 2 FALSE
"Rv0017c " 56 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 269 FALSE
"Rv0017c " 0 FALSE
"Rv0017c " 0 FALSE
"Rv0018c " 7 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 41 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 5 FALSE
"Rv0018c " 11 FALSE
"Rv0018c " 64 FALSE
"Rv0018c " 42 FALSE
"Rv0018c " 3 FALSE
"Rv0018c " 63 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 2 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0018c " 0 FALSE
"Rv0019c " 0 FALSE
"Rv0019c " 0 FALSE
"Rv0019c " 23 FALSE
"Rv0019c " 0 FALSE
"Rv0019c " 16 FALSE
"Rv0019c " 0 FALSE
"Rv0019c " 0 FALSE
"Rv0019c " 4 FALSE
"Rv0019c " 0 FALSE
"Rv0019c " 17 FALSE
"Rv0019c " 0 FALSE
"Rv0019c " 9 FALSE
"Rv0019c " 27 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 0 FALSE
"Rv0020c " 4 FALSE
"Rv0020c " 3 FALSE
"Rv0020c " 14 FALSE
"Rv0020c " 97 FALSE
"Rv0020c " 12 FALSE
"Rv0020c " 51 FALSE
"Rv0020c " 103 FALSE
"Rv0020c " 21 FALSE
"Rv0020c " 0 FALSE
"Rv0021c " 22 FALSE
"Rv0021c " 0 FALSE
"Rv0021c " 0 FALSE
"Rv0021c " 43 FALSE
"Rv0021c " 5 FALSE
"Rv0021c " 234 FALSE
"Rv0021c " 19 FALSE
"Rv0021c " 17 FALSE
"Rv0021c " 60 FALSE
"Rv0021c " 560 FALSE
"Rv0021c " 3 FALSE
"Rv0021c " 8 FALSE
"Rv0021c " 0 FALSE
"Rv0021c " 96 FALSE
"Rv0021c " 35 FALSE
"Rv0021c " 0 FALSE
"Rv0021c " 75 FALSE
"Rv0021c " 27 FALSE
"Rv0021c " 46 FALSE
"Rv0021c " 16 FALSE
"Rv0021c " 0 FALSE
"Rv0021c " 3 FALSE
"Rv0021c " 0 FALSE
"Rv0022c " 0 FALSE
"Rv0022c " 50 FALSE
"Rv0022c " 27 FALSE
"Rv0022c " 3 FALSE
"Rv0022c " 30 FALSE
"Rv0022c " 0 FALSE
"Rv0022c " 0 FALSE
"Rv0022c " 114 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 1 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0023 " 0 FALSE
"Rv0024 " 30 FALSE
"Rv0024 " 49 FALSE
"Rv0024 " 0 FALSE
"Rv0024 " 0 FALSE
"Rv0024 " 4 FALSE
"Rv0024 " 0 FALSE
"Rv0024 " 17 FALSE
"Rv0024 " 134 FALSE
"Rv0024 " 0 FALSE
"Rv0024 " 7 FALSE
"Rv0024 " 31 FALSE
"Rv0024 " 101 FALSE
"Rv0024 " 227 FALSE
"Rv0025 " 113 FALSE
"Rv0025 " 0 FALSE
"Rv0025 " 0 FALSE
"Rv0025 " 0 FALSE
"Rv0025 " 37 FALSE
"Rv0025 " 0 FALSE
"Rv0025 " 35 FALSE
"Rv0025 " 0 FALSE
"Rv0026 " 4 FALSE
"Rv0026 " 7 FALSE
"Rv0026 " 17 FALSE
"Rv0026 " 114 FALSE
"Rv0026 " 0 FALSE
"Rv0026 " 0 FALSE
"Rv0026 " 0 FALSE
"Rv0026 " 30 FALSE
"Rv0026 " 49 FALSE
"Rv0026 " 13 FALSE
"Rv0026 " 47 FALSE
"Rv0026 " 0 FALSE
"Rv0026 " 7 FALSE
"Rv0026 " 5 FALSE
"Rv0026 " 8 FALSE
"Rv0027 " 60 FALSE
"Rv0027 " 33 FALSE
"Rv0027 " 12 FALSE
"Rv0027 " 0 FALSE
"Rv0027 " 7 FALSE
"Rv0028 " 164 FALSE
"Rv0028 " 61 FALSE
"Rv0028 " 1 FALSE
"Rv0028 " 29 FALSE
"Rv0028 " 39 FALSE
"Rv0029 " 31 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 14 FALSE
"Rv0029 " 2 FALSE
"Rv0029 " 154 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 0 FALSE
"Rv0029 " 16 FALSE
"Rv0029 " 10 FALSE
"Rv0029 " 304 FALSE
"Rv0029 " 245 FALSE
"Rv0029 " 5 FALSE
"Rv0030 " 14 FALSE
"Rv0030 " 8 FALSE
"Rv0030 " 0 FALSE
"Rv0030 " 10 FALSE
"Rv0030 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 3 FALSE
"Rv0032 " 39 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 16 FALSE
"Rv0032 " 65 FALSE
"Rv0032 " 18 FALSE
"Rv0032 " 109 FALSE
"Rv0032 " 23 FALSE
"Rv0032 " 1 FALSE
"Rv0032 " 5 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 3 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 3 FALSE
"Rv0032 " 7 FALSE
"Rv0032 " 13 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 133 FALSE
"Rv0032 " 106 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 44 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 88 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 58 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 48 FALSE
"Rv0032 " 50 FALSE
"Rv0032 " 32 FALSE
"Rv0032 " 21 FALSE
"Rv0032 " 575 FALSE
"Rv0032 " 74 FALSE
"Rv0032 " 17 FALSE
"Rv0032 " 34 FALSE
"Rv0032 " 15 FALSE
"Rv0032 " 111 FALSE
"Rv0032 " 87 FALSE
"Rv0032 " 0 FALSE
"Rv0032 " 31 FALSE
"Rv0033 " 31 FALSE
"Rv0033 " 225 FALSE
"Rv0033 " 0 FALSE
"Rv0033 " 49 FALSE
"Rv0034 " 133 FALSE
"Rv0034 " 9 FALSE
"Rv0034 " 0 FALSE
"Rv0034 " 82 FALSE
"Rv0034 " 0 FALSE
"Rv0035 " 76 FALSE
"Rv0035 " 12 FALSE
"Rv0035 " 0 FALSE
"Rv0035 " 0 FALSE
"Rv0035 " 3 FALSE
"Rv0035 " 70 FALSE
"Rv0035 " 40 FALSE
"Rv0035 " 36 FALSE
"Rv0035 " 42 FALSE
"Rv0035 " 195 FALSE
"Rv0035 " 258 FALSE
"Rv0035 " 121 FALSE
"Rv0035 " 0 FALSE
"Rv0035 " 75 FALSE
"Rv0035 " 0 FALSE
"Rv0035 " 187 FALSE
"Rv0035 " 11 FALSE
"Rv0035 " 7 FALSE
"Rv0035 " 0 FALSE
"Rv0035 " 22 FALSE
"Rv0035 " 248 FALSE
"Rv0035 " 0 FALSE
"Rv0035 " 0 FALSE
"Rv0035 " 87 FALSE
"Rv0035 " 0 FALSE
"Rv0036c " 85 FALSE
"Rv0036c " 16 FALSE
"Rv0036c " 54 FALSE
"Rv0036c " 472 FALSE
"Rv0037c " 0 FALSE
"Rv0037c " 0 FALSE
"Rv0037c " 6 FALSE
"Rv0037c " 80 FALSE
"Rv0037c " 47 FALSE
"Rv0037c " 454 FALSE
"Rv0037c " 33 FALSE
"Rv0037c " 55 FALSE
"Rv0037c " 9 FALSE
"Rv0037c " 5 FALSE
"Rv0037c " 0 FALSE
"Rv0037c " 0 FALSE
"Rv0037c " 87 FALSE
"Rv0037c " 0 FALSE
"Rv0037c " 0 FALSE
"Rv0037c " 0 FALSE
"Rv0037c " 53 FALSE
"Rv0037c " 0 FALSE
"Rv0037c " 1 FALSE
"Rv0037c " 6 FALSE
"Rv0037c " 40 FALSE
"Rv0038 " 101 FALSE
"Rv0038 " 30 FALSE
"Rv0038 " 290 FALSE
"Rv0038 " 0 FALSE
"Rv0038 " 0 FALSE
"Rv0038 " 0 FALSE
"Rv0038 " 0 FALSE
"Rv0038 " 23 FALSE
"Rv0039c " 0 FALSE
"Rv0039c " 5 FALSE
"Rv0039c " 29 FALSE
"Rv0039c " 236 FALSE
"Rv0040c " 0 FALSE
"Rv0040c " 0 FALSE
"Rv0040c " 0 FALSE
"Rv0040c " 86 FALSE
"Rv0040c " 0 FALSE
"Rv0040c " 21 FALSE
"Rv0040c " 51 FALSE
"Rv0040c " 91 FALSE
"Rv0040c " 32 FALSE
"Rv0040c " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 3 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 1 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 0 FALSE
"Rv0041 " 10 FALSE
"Rv0042c " 0 FALSE
"Rv0042c " 12 FALSE
"Rv0042c " 0 FALSE
"Rv0042c " 0 FALSE
"Rv0042c " 14 FALSE
"Rv0043c " 7 FALSE
"Rv0043c " 158 FALSE
"Rv0043c " 15 FALSE
"Rv0043c " 0 FALSE
"Rv0043c " 19 FALSE
"Rv0043c " 23 FALSE
"Rv0043c " 1 FALSE
"Rv0043c " 0 FALSE
"Rv0043c " 18 FALSE
"Rv0043c " 0 FALSE
"Rv0043c " 0 FALSE
"Rv0044c " 0 FALSE
"Rv0044c " 1 FALSE
"Rv0044c " 7 FALSE
"Rv0044c " 53 FALSE
"Rv0044c " 0 FALSE
"Rv0044c " 0 FALSE
"Rv0044c " 52 FALSE
"Rv0044c " 73 FALSE
"Rv0044c " 0 FALSE
"Rv0044c " 8 FALSE
"Rv0044c " 18 FALSE
"Rv0044c " 0 FALSE
"Rv0044c " 0 FALSE
"Rv0044c " 22 FALSE
"Rv0044c " 7 FALSE
"Rv0044c " 48 FALSE
"Rv0044c " 23 FALSE
"Rv0044c " 0 FALSE
"Rv0044c " 10 FALSE
"Rv0044c " 0 FALSE
"Rv0045c " 0 FALSE
"Rv0045c " 7 FALSE
"Rv0045c " 0 FALSE
"Rv0045c " 40 FALSE
"Rv0045c " 24 FALSE
"Rv0045c " 202 FALSE
"Rv0045c " 11 FALSE
"Rv0047c " 3 FALSE
"Rv0047c " 0 FALSE
"Rv0047c " 79 FALSE
"Rv0047c " 13 FALSE
"Rv0047c " 2 FALSE
"Rv0047c " 130 FALSE
"Rv0047c " 0 FALSE
"Rv0047c " 7 FALSE
"Rv0048c " 57 FALSE
"Rv0048c " 0 FALSE
"Rv0048c " 0 FALSE
"Rv0048c " 0 FALSE
"Rv0048c " 264 FALSE
"Rv0048c " 247 FALSE
"Rv0048c " 39 FALSE
"Rv0048c " 480 FALSE
"Rv0048c " 175 FALSE
"Rv0048c " 45 FALSE
"Rv0048c " 92 FALSE
"Rv0048c " 0 FALSE
"Rv0048c " 0 FALSE
"Rv0048c " 214 FALSE
"Rv0048c " 186 FALSE
"Rv0048c " 4 FALSE
"Rv0049 " 5 FALSE
"Rv0049 " 153 FALSE
"Rv0049 " 27 FALSE
"Rv0049 " 161 FALSE
"Rv0049 " 0 FALSE
"Rv0049 " 0 FALSE
"Rv0049 " 31 FALSE
"Rv0049 " 123 FALSE
"Rv0049 " 0 FALSE
"Rv0049 " 9 FALSE
"Rv0050 " 4 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 71 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 6 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 73 FALSE
"Rv0050 " 29 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 10 FALSE
"Rv0050 " 23 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 20 FALSE
"Rv0050 " 19 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 1 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 113 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 9 FALSE
"Rv0050 " 2 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 7 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 0 FALSE
"Rv0050 " 19 FALSE
"Rv0050 " 64 FALSE
"Rv0050 " 0 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 9 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 31 FALSE
"Rv0051 " 6 FALSE
"Rv0051 " 61 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 10 FALSE
"Rv0051 " 13 FALSE
"Rv0051 " 5 FALSE
"Rv0051 " 22 FALSE
"Rv0051 " 15 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 14 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 1 FALSE
"Rv0051 " 4 FALSE
"Rv0051 " 53 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 13 FALSE
"Rv0051 " 38 FALSE
"Rv0051 " 29 FALSE
"Rv0051 " 84 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 13 FALSE
"Rv0051 " 0 FALSE
"Rv0051 " 0 FALSE
